File ID,Name,Cloud Dir,SHA256,Size,Last Modified,Created At DB,Version ID,Method,Processed At,Text Path,Valid Words Ratio,Quality Report,Preview Text
42,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/2hCb_CCI27012021_0027.pdf""; ""2hCb_CCI27012021_0027.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",4164320261ada9735fe7a7ff634128ae32190398bc36b49ccc30310e164d3fe2,231074,2025-03-17 07:46:58,2025-05-28 13:42:27.151354,43,ocr,2025-05-28 13:42:27.229356,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\2hCb_CCI27012021_0027.pdf.txt,0.7777777777777778,"total_chars: 79
total_words: 9
valid_words_count: 7
invalid_words_count: 2
trash_chars_ratio: 0.24050632911392406
invalid_words: m, t
most_common_words: межрайонная(1), hohc(1), pocchh(1), m(1), t(1), mockbe(1), tiponymeposaxo(1), pomieto(1), и(1)","МЕЖРАЙОННАЯ HOHC POCCHH     M46 10 T .MOCKBE  _TIponyMeposaxo, “pOMIETO и"
43,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/67l8_CCI27012021_0031.pdf""; ""67l8_CCI27012021_0031.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",8228947f3e3f6c2d1ce37f885417aa7dc7418313e10664795f3e811771639113,428217,2025-03-17 07:46:59,2025-05-28 13:42:31.459645,44,ocr,2025-05-28 13:42:31.519242,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\67l8_CCI27012021_0031.pdf.txt,0.95,"total_chars: 929
total_words: 100
valid_words_count: 95
invalid_words_count: 5
trash_chars_ratio: 0.16254036598493002
invalid_words: -, кнд, дпо, а, ю
most_common_words: по(5), в(4), российской(3), с(3), код(2), свидетельство(2), о(2), на(2), учет(2), организации(2)","Форма № 1-1-Учет Код по КНД 1121007  Федеральная налоговая служба  СВИДЕТЕЛЬСТВО  О ПОСТАНОВКЕ НА УЧЕТ РОССИЙСКОЙ ОРГАНИЗАЦИИ В НАЛОГОВОМ ОРГАНЕ ПО МЕСТУ ЕЕ НАХОЖДЕНИЯ  Настоящее свидетельство подтверждает, что российская организация ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО""              (полное наименование российской организации в соответствии с учредительными документами)  оген [1 1| 9 7| 7/4] 6] о| 4 | 8] 1| 4] 7]  поставлена на учет в соответствии с  Налоговым кодексом Российской Федерации 01.02.2019 (число, месяц, 200)  в налоговом органе по месту нахождения Инспекция Федеральной налоговой  службы № 27 по г.Москве |                    (наименование налогового органа и его код)  и ей присвоен  иннкопо — [7 72 [7 4 [0 |6 [1 | 5 |3 |  Главный государственный налоговый инспектор & отдела формирования дел Межрайонной инспекции\ Федеральной налоговой службы Ne 46 по г. Москве &       А. Ю. Абрашкина"
44,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/9gKK_7727406158_20210127_175727.pdf""; ""9gKK_7727406158_20210127_175727.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",d512710e95a524f64a1b0cd5dece3d416ec7f8398844f228d8ba193c16300777,134171,2025-03-17 07:46:59,2025-05-28 13:42:32.334205,45,pdfplumber,2025-05-28 13:42:32.430743,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\9gKK_7727406158_20210127_175727.pdf.txt,0.9607843137254902,"total_chars: 939
total_words: 102
valid_words_count: 98
invalid_words_count: 4
trash_chars_ratio: 0.1501597444089457
invalid_words: -, -, цод, -фз
most_common_words: и(5), с(5), электронной(4), в(3), сведения(3), фнс(3), россии(3), код(2), наименование(2), вида(2)","СВЕДЕНИЯ из Единого реестра субъектов малого и среднего предпринимательства 27.01.2021 ЮЭ9965-21-11134589 (Дата формирования сведений) (номер) Настоящие сведения содержат информацию о юридическом лице ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО"" (полное наименование юридического лица) ИНН 7 7 2 7 4 0 6 1 5 8 , включенную в Единый реестр субъектов малого и среднего предпринимательства по состоянию на 10 марта 2019 г.: (число) (месяц прописью) (год) № Наименование показателя Значение показателя п/п 1 2 3 Наименование юридического лица ОБЩЕСТВО С ОГРАНИЧЕННОЙ 1 Полное наименование ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО"" Место нахождения юридического лица 2 Субъект Российской Федерации МОСКВА ГОРОД Идентификационный номер налогоплательщика 3 7727406158 (ИНН) Дата внесения сведений о юридическом лице в 4 10.03.2019 реестр Сведения о том, что юридическое лицо является 5 Нет вновь созданным Категория субъекта малого или среднего 6 Микропредприятие предпринимательства Сведения о среднесписо..."
45,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/CKAY_CCI27012021_0030.pdf""; ""CKAY_CCI27012021_0030.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",8612aa524fbcc672463b16ea680751e1b86843ec546ae2a4db8b7703b1ee0873,344431,2025-03-17 07:46:59,2025-05-28 13:42:36.674656,46,ocr,2025-05-28 13:42:36.760685,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\CKAY_CCI27012021_0030.pdf.txt,0.8571428571428571,"total_chars: 714
total_words: 84
valid_words_count: 72
invalid_words_count: 12
trash_chars_ratio: 0.20728291316526612
invalid_words: дв, -, -, -, а, дпо, -, -, -, -, нн, а
most_common_words: -(7), января(2), с(2), в(2), а(2), от(2), г(2), no(2), российская(1), федерация(1)","Российская Федерация Город Москва ДВ&дЦЯТЬ пятого января две тысячи девятнадцатого года Я, Кожевникова Изобелла Александровна, нотариус города Москвы, свидетельствую всрносгь копии с представленного мне документа.  Зарегистрировано в реестре: Ne 77/258-H/77-2019-2-128.      Действительно только как приложение к договору  (проекту договора) №27А43/11925 от 25 января 2019 г.  С ООО «Академия ДПО»  Дальнейшему конированию для нотариальных и иных действий  HE подлемжсимт.  Собственник _ недвижимого имущества no данному Свидетельству NO77-01/00-09/ 2000-31027 от 19.03.2000г, - 77 НН 005827  Тенишев А. В. ' fe     sen sccenssecammenensern taste ts — —.  ‚./—“/_.’ ""‘_‘>     компьютерная сислема *Экспресс*."
46,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/EXWl_CCI27012021_0029.pdf""; ""EXWl_CCI27012021_0029.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",63a1da308c9a01760c7505e67e3e135e07df494bcb37f4b4efbc7c461aa783dd,844039,2025-03-17 07:46:59,2025-05-28 13:42:41.895866,47,ocr,2025-05-28 13:42:41.973868,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\EXWl_CCI27012021_0029.pdf.txt,0.9478260869565217,"total_chars: 948
total_words: 115
valid_words_count: 109
invalid_words_count: 6
trash_chars_ratio: 0.16561181434599156
invalid_words: a, a, -, -, -, -
most_common_words: с(4), права(4), -(4), прав(3), недвижимое(3), имущество(3), и(3), сделок(3), регистрации(3), на(2)","РОССИЙСКАЯ ФЕДЕРАЦИЯ ЕДИНЫЙ ГОСУДАРСТВЕННЫЙ РЕЕСТР ПРАВ НА НЕДВИЖИМОЕ ИМУЩЕСТВО И СДЕЛОК С HMM A ействительно только как приложеные к договору {проекту договора} No 27A43/11925 от «28» декабря 2019 2  С ООО «Академия ДНО» Дальнейшему копированию для нотариальных @ иных  СВИДЕТЕЛЬСТВО  0 ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ ПРАВА                    Московский городской комитет по государственной регистрации прав Ha недвижимое имущество и сделок с HUM  от “/7 “ апреля 2000 г.     Субъект права: ТЕНИШЕВ АЛЕКСАНДР БОРИСОВИЧ Реестровый номер субъекта: 11-38391 Код ОКПО:  Форма собственности: частная  Вид права: собственность  Объект права: часть здания по адресу: МОСКВА , ул. ЮЖНОБУТОВСКАЯ, д.45  площадью: 47,3 кв.м. Реестровый номер объекта: 75388  о чем в Едином государственном реестре прав на недвижимое имущество и сделок с ним “SF “ апреля 2000 г. сделана запись регистрации No 77-01/00-09/2000-31027  # 2 Регистратор Me © :"
47,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/EZEN_CCI27012021_0024.pdf""; ""EZEN_CCI27012021_0024.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",3015a7400b8d95cea5c5a1b64c3253ebfc613f5a36d547632d7eb138d09b9320,567443,2025-03-17 07:46:59,2025-05-28 13:42:48.140077,48,ocr,2025-05-28 13:42:48.284080,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\EZEN_CCI27012021_0024.pdf.txt,0.8609625668449198,"total_chars: 1672
total_words: 187
valid_words_count: 161
invalid_words_count: 26
trash_chars_ratio: 0.1507177033492823
invalid_words: ы, вом, b, f, e, b, d, b, e, дпо, s, s, s, s, s, s, d, -, -, -, -, -, иц, а, а, б
most_common_words: в(9), лиц(7), юридических(6), юридического(6), s(6), лица(5), сведения(5), -(5), р(4), единый(4)","ы! я ВОМ ' |…' Форма № Р50007  99dd6b934 1f64e6 9b0d39ca8b6e44250  Лист записи Единого государственного реестра юридических лиц  В Единый государственный реестр юридических лиц в отношении юридического лица  ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО""  полное наименование юридического лица  арственный регистрационный номер (ОГРН)  1[1 |9 [ 7 [ 7 [ 4 [ 6 [0 [ 4 [ 8 [ 1 | 4 [ 7]  внесена запись о государственной регистрации изменений, внесенных в учредительные документы юридического лица, связанных с внесением изменений в сведения о юридическом лице, содержащиеся в ЕГРЮЛ, на  основании заявления  ""14"" февраля 2019 года  (число) — (месяц прописью) (год)       основной госуд             за государственным регистрационным номером (ГРН)  [ 6 | 1 | 9 [ 7 | 7 [ 4 [ 6 [ 9 [1 [о [ 2 [ 9 [0 ]  Запись содержит следующие сведения:       Наименование показателя Значение показателя  Сведения об уставном капитале (складочном капитале, уставном фонде, паевых взносах), внесенные в  Единый го..."
48,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/LTyl_22.pdf""; ""LTyl_22.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",2abe016934a0d25f8bbb98e2b7aa506a621dd75564a3cdcac649016f4f871d09,686063,2025-03-17 07:47:00,2025-05-28 13:42:54.880779,49,ocr,2025-05-28 13:42:54.972780,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\LTyl_22.pdf.txt,0.9018181818181819,"total_chars: 2502
total_words: 275
valid_words_count: 248
invalid_words_count: 27
trash_chars_ratio: 0.1079136690647482
invalid_words: кнд, -, -, -, c, -, -, -, -, c, янв-, гн, e, m, u, -, -, -, -, -, -, -, а, -, -, -, а
most_common_words: -(17), на(10), с(9), и(9), организации(8), индивидуальные(6), предприниматели(6), налогоплательщика(5), уведомление(4), код(4)","= М  03603017     Форма no КНД 115000° Уведомление  о переходе на упрощенную систему налогообложения (форма Ne 26.2-1)      (выбирается из перечня,  Представляется в налоговый орган — (код) приведенного внизу листа)     Признак налогоплательщика (код)*     В соответствии с положениями статей 346.12 и 346.13 главы 26.2 Налогового кодекса Российской Федерации        переходит на упрощенную систему налогообложения  где: 1 - с 1 января — 2 О ` roa, — 2 - с даты постановки на налоговый учет 3, 3=C        1 - доходы, 2 - доходы, уменьшенные на величину расходов     py6nen *     листах     1 - налогоплательщик,  й Заполняется работником налогового органа 2- представитель налогоплательщика  Данное уведомление представлено (код)     на 1 странице  с приложением подтверждающего  М Е хр‚документаили его кёпий на листах     (фамилия, uma, отчество ” руководителя организации/представителя  налогоплательщика ‚ aa.c. Moe ) Дата представления Mae уведомления —„ 9 ЯНВ-  & &          Номер контактного т..."
49,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/NIJR_ul-1197746048147-20210127175820.pdf""; ""NIJR_ul-1197746048147-20210127175820.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",17e69ab99ea6337ac92b002d68acaf5f1cf7025a5f2ad7efc689b9d6b0730862,169659,2025-03-17 07:46:59,2025-05-28 13:42:56.297936,50,pdfplumber,2025-05-28 13:42:56.389017,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\NIJR_ul-1197746048147-20210127175820.pdf.txt,0.9846153846153847,"total_chars: 581
total_words: 65
valid_words_count: 64
invalid_words_count: 1
trash_chars_ratio: 0.21514629948364888
invalid_words: цод
most_common_words: с(4), в(3), из(3), наименование(2), документа(2), иной(2), докум(2), соотв(2), законодательством(2), рф(2)","ВЫПИСКА из Единого государственного реестра юридических лиц 27.01.2021 № ЮЭ9965-21- 31352518 дата формирования выписки Настоящая выписка содержит сведения о юридическом лице ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО"" полное наименование юридического лица ОГРН 1 1 9 7 7 4 6 0 4 8 1 4 7 включенные в Единый государственный реестр юридических лиц по состоянию на « 27 » января 20 21 г. число месяц прописью год № п/п Наименование показателя Значение показателя 1 2 3 Наименование 1 Полное наименование на русском языке ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ ДПО"" 2 ГРН и дата внесения в ЕГРЮЛ записи, 1197746048147 содержащей указанные сведения 01.02.2019 3 Сокращенное наименование на русском ООО ""АКАДЕМИЯ ДПО"" языке 4 ГРН и дата внесения в ЕГРЮЛ записи, 1197746048147 содержащей указанные сведения 01.02.2019 Место нахождения и адрес юридического лица 5 Место нахождения юридического лица ГОРОД МОСКВА 6 ГРН и дата внесения в ЕГРЮЛ записи, 1197746048147 содержащей указанные..."
50,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/SRoC_CCI28012021_0013.pdf""; ""SRoC_CCI28012021_0013.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",c2bc4b82b9314053edde6b6e8330a489792f29e2f5e42f20980d660ec1de59e9,421644,2025-03-17 07:47:00,2025-05-28 13:43:01.666496,51,ocr,2025-05-28 13:43:01.751521,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\SRoC_CCI28012021_0013.pdf.txt,0.9006622516556292,"total_chars: 1309
total_words: 151
valid_words_count: 136
invalid_words_count: 15
trash_chars_ratio: 0.2734912146676853
invalid_words: ё, ё, бик, сч, -, n, дпо, r, оф, эт, пом, -, -, -, -
most_common_words: москва(5), счета(5), -(5), с(4), в(3), г(3), код(3), swift(3), счет(3), ё(2)","Ё‹Ё’;_,‹і’›‹файзен  Москва, 27 января 2021  Общество с ограниченной ответственностью Академия Ano СПРАВКА ОБ ОТКРЫТИИ СЧЕТА  Настоящим подтверждаем, что 12.02.2019 в AO ""Райффайзенбанк"", г.Москва, с юридическим адресом 129090, Mocksa, ул.Троицкая, д.17, стр. 1, (БИК 044525700, Код ОКПО 42943661, Код ОКВЭД 65.12, UHH 7744000302, КПП 770201001, ОГРН 1027739326449, SWIFT: RZBMRUMM; сч. 30101810200000000700 - Главное управление Центрального банка Российской Федерации no Центральному федеральному округу г. Москва, Kopp. счет в долларах США Ne 36343873 Citibank NA, 399 Park Avenue, New York, NY 10022, USA, SWIFT: CITI US 33, ABA: 021000089, CHIPS Routing No: 0008, Kopp. счет в EBPO N 155025928, Raiffeisen Bank International AG Am Stadtpark 9 A-1030 Vienna, Austria SWIFT: RZBAATWW) произведено открытие следующего счета / счетов:  SS НАИМЕНОВАНИЕ ТИП СЧЕТА ВАЛЮТА СЧЕТА НОМЕР СЧЕТА  Общество с Рублевый расчетный счет Российский рубль | 40702810400000107227 ограниченной ответственностью Академия..."
51,"=HYPERLINK(""https://disk.yandex.ru/d/eoPtLFz10rw3Hg/YW8U_CCI28012021_0012.pdf""; ""YW8U_CCI28012021_0012.pdf"")","=HYPERLINK( ""https://disk.yandex.ru/d/eoPtLFz10rw3Hg""; """")",76cc939f0b97a5685f6d2aa7cca0edf8e53dfd730b6ecd36f9ba3759f6394bba,578401,2025-03-17 07:47:00,2025-05-28 13:43:05.447013,52,ocr,2025-05-28 13:43:05.518040,E:\ML\ML_projects\Практика\Академия ДПО\project\knowledge_base\documents_parsing\docscanner\content_files\YW8U_CCI28012021_0012.pdf.txt,0.9122807017543859,"total_chars: 604
total_words: 57
valid_words_count: 52
invalid_words_count: 5
trash_chars_ratio: 0.3658940397350993
invalid_words: бик, -, -, -, -
most_common_words: -(4), г(3), москва(3), адрес(2), счет(2), yn(2), южнобутовская(2), at(2), nom(2), kom(2)","Полное Наименование  Юридический адрес  Почтовый адрес  Телефон WHH/KNIN  ОГРН Расчётный счет  Корреспондентский счет  БИК банка  Банк Генеральный Директор  E-mail:  «Академия Дополнительного Профессионального Образования»  117042 г. Москва, yn. Южнобутовская, д.45, aT. 1, nom. 2, KOM. 2.  117042 г. Москва, yn. Южнобутовская, 4.45, aT. 1, nom. 2, KOM, 2.  +7 (495) 032-09-82 +7 (800) 707-71-91  7727406158 / 772701001  1197746048147  40702810400000107227  30101810200000000700  044525700  AO «Райффайзенбанк», г. Москва  Мандажи Иван Анатольевич Действует на основании Устава  info@academydpo.org"
